dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,IAPgjlhH84Q,https://www.youtube.com/watch?v=IAPgjlhH84Q,Contact Improvisation Joerg Hassmann &amp; Tanja Striezel Dance Research 2017,"Moments of Dance Research, Eden Studios, Berlin 2017 Joerg Hassmann & Tanja Striezel Contact Improvisation.",Tanja Striezel,2017-11-11T09:08:06Z,10877,43,0,PT6M15S,0,,,
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,dPds1qkw4z8,https://www.youtube.com/watch?v=dPds1qkw4z8,Contact Improvisation Live Stream 06 following and leading with the center,Weekly Live Stream Highlighting Exercises and Skills in Contact Improvisation Dance. This is for CI students to try with there ...,InterKinected,2021-06-05T04:27:44Z,2211,64,4,PT8M38S,2,positive,1.0,2.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,hlIRjfto7o0,https://www.youtube.com/watch?v=hlIRjfto7o0,Life Lessons Learned Through Contact Improvisation | Gregory Catellier &amp; Kristin O&#39;Neal | TEDxEmory,"A dance form created from the 1960s hippy culture and informed by eastern philosophies, contact improvisation has resurfaced ...",TEDx Talks,2023-05-23T14:35:19Z,19998,483,20,PT15M14S,10,positive,0.8,10.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,SqO3cn5ME0A,https://www.youtube.com/watch?v=SqO3cn5ME0A,Improvisation workshop by NDT dancers Luca Tessarini and Nicole Ishimaru - ABN AMRO x NDT,Improviseren: we hebben het de afgelopen tijd veel gedaan en voorlopig kunnen we ons talent daarvoor zeker nog gebruiken.,Nederlands Dans Theater (NDT),2020-06-23T14:25:10Z,168934,5202,68,PT18M56S,10,positive,1.0,20.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,g8NPYXBTS0o,https://www.youtube.com/watch?v=g8NPYXBTS0o,Start to Keep in Contact - 2. Layers of the contact,"Exercise based on Contact Improvisation to be applied in youth work, developed by the participants of the ""Keep in Contact"" ...",Inspire Contact Improvisation,2018-11-29T11:15:57Z,96,1,0,PT4M3S,0,,,
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,SFlkwDaTeao,https://www.youtube.com/watch?v=SFlkwDaTeao,Contact improvisation with Jeremy,,呂莛,2020-01-17T19:31:03Z,115,1,0,PT7M55S,0,,,
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,Nupst3r5sDU,https://www.youtube.com/watch?v=Nupst3r5sDU,Contact Improvisation - María Fagúndez &amp; Eva Montesinos,Contact improvisation Task: Constant and continuous weight transfer between the two bodies. Dancers: María Fagúndez (white ...,Maria Fagundez Baides,2022-02-05T12:32:45Z,344,6,1,PT4M40S,1,positive,1.0,1.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,f0GRlU2wlJk,https://www.youtube.com/watch?v=f0GRlU2wlJk,FAMOUS CONTACT TRIO 1990 (Nancy Stark Smith/Andrew Harwood/Karen Nelson) A Cappella Motion,,Andrew Harwood,2025-10-27T19:45:56Z,2394,74,6,PT12M27S,6,positive,0.6667,6.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,VMYZ5eq2Ll8,https://www.youtube.com/watch?v=VMYZ5eq2Ll8,5 Tips and Exercises for DANCE IMPROVISATION,Hello beautiful dancer! Welcome for another A Cup of Tea together ☕ Today we talk about... (drumroll please) dance ...,Lamia Barbara,2021-01-21T12:03:08Z,630,58,11,PT16M12S,6,positive,1.0,6.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,3rjEwnw7EQM,https://www.youtube.com/watch?v=3rjEwnw7EQM,Gilboa Egger &amp; Lauren Kasha Contact Improvisation 2/2,"Dancers: Gilboa Egger & Lauren Kasha Instagram: @laurenkasha_ Facebook: Lauren Kasha Music: Jonny Nash, Suzanne Kraft ...",Lauren Kasha,2019-08-15T20:42:22Z,117,1,0,PT6M50S,0,,,
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,TbjUPAaqkPQ,https://www.youtube.com/watch?v=TbjUPAaqkPQ,We Rise and Fall Together | Contact Improv | Nathan Dryden | TEDxSaltLakeCity,Contact Improvisation is a dance form that evolves from spontaneous communication between moving bodies in physical contact.,TEDx Talks,2017-10-31T13:11:12Z,128237,1447,51,PT12M30S,10,positive,0.8,10.0
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,dysaAGnhwcM,https://www.youtube.com/watch?v=dysaAGnhwcM,Contact Improv - Introductory Tutorial,Here's a few tips and drills that I've found to be really helpful when learning how to share weight in the context of contact improv ...,larryboulder,2017-05-30T22:30:43Z,22237,290,0,PT5M12S,0,,,
Contact improvisation,Free and improvised dance,Free and improvised dance Contact improvisation tutorial,p3N28N7CKdw,https://www.youtube.com/watch?v=p3N28N7CKdw,PORTUGAL CONTACT FESTIVAL 2022,"PORTUGAL CONTACT FESTIVAL , 10-15 Sept 2023 Contact Improvisation, Performance, Martial Arts, Live Music & Community ...",Forgotten Land,2023-05-02T16:10:08Z,1507,7,0,PT4M7S,0,,,
Ecstatic dance,Free and improvised dance,Free and improvised dance Ecstatic dance tutorial,8ypwqK26eRs,https://www.youtube.com/watch?v=8ypwqK26eRs,Discover Ecstatic Dance: A Basic Guide,"In this video, I want to share with you a basic and complete guide to Ecstatic Dance. You will learn what Ecstatic Dance is and how ...",Daniella Lopes,2023-04-08T14:20:00Z,80685,2575,149,PT11M43S,10,positive,1.0,10.0
Ecstatic dance,Free and improvised dance,Free and improvised dance Ecstatic dance tutorial,eeV_xKvIxNs,https://www.youtube.com/watch?v=eeV_xKvIxNs,Pre-Ecstatic Dance Movement Guidance : Improv Dance Explorations,"In this vid, I offer some pre-ecstatic dance guidance. This includes... the mirror game the force field game and the one finger ...",Professor Gray Balls,2025-08-04T05:04:00Z,48,0,0,PT10M,0,,,
Interpretive dance,Free and improvised dance,Free and improvised dance Interpretive dance tutorial,GK7q-LBC36g,https://www.youtube.com/watch?v=GK7q-LBC36g,"100 Contemporary Dance Moves | Lyrical, Contemporary and Modern Dance","Contemporary dance is an ""expressive form of the body based on free movements."" It incorporates ballet, jazz and modern dance.",Dibodance,2024-08-05T19:00:12Z,212155,7257,52,PT4M2S,10,positive,0.8,20.0
Interpretive dance,Free and improvised dance,Free and improvised dance Interpretive dance tutorial,H-QVJpZn8bw,https://www.youtube.com/watch?v=H-QVJpZn8bw,Total Beginner Contemporary Dance Routine,Calling my complete beginner dancers! I am so excited to bring you this beginner contemporary dance routine for all of my new ...,BodyKinect by Kendall,2020-09-02T16:50:24Z,1352205,25770,646,PT10M1S,10,positive,0.8,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,GK7q-LBC36g,https://www.youtube.com/watch?v=GK7q-LBC36g,"100 Contemporary Dance Moves | Lyrical, Contemporary and Modern Dance","Contemporary dance is an ""expressive form of the body based on free movements."" It incorporates ballet, jazz and modern dance.",Dibodance,2024-08-05T19:00:12Z,212155,7257,52,PT4M2S,10,positive,0.8,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,Thnvgf_3aoQ,https://www.youtube.com/watch?v=Thnvgf_3aoQ,How to Improv with Kathryn McCormick | All Levels Dance Class | CLI Studios,Improv can be mysterious and intimidating. But there are exercises dancers can use to get better and more confident when ...,CLI Studios,2021-06-30T23:40:45Z,27332,709,12,PT5M6S,10,positive,1.0,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,SqO3cn5ME0A,https://www.youtube.com/watch?v=SqO3cn5ME0A,Improvisation workshop by NDT dancers Luca Tessarini and Nicole Ishimaru - ABN AMRO x NDT,Improviseren: we hebben het de afgelopen tijd veel gedaan en voorlopig kunnen we ons talent daarvoor zeker nog gebruiken.,Nederlands Dans Theater (NDT),2020-06-23T14:25:10Z,168934,5202,68,PT18M56S,10,positive,1.0,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,inRrwv62s-E,https://www.youtube.com/watch?v=inRrwv62s-E,7 Tasks To Improve Your Improv,"hi everyone! I know improv can be difficult, so I wanted to share some different tasks you can use in your improv. I use these a lot ...",Alexa Olivier,2020-03-30T00:26:44Z,1695,85,5,PT8M52S,5,positive,0.8,5.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,7XbiIMqc-7Y,https://www.youtube.com/watch?v=7XbiIMqc-7Y,What’s the Best Way to Practice Dance Improvisation? Simple Techniques,Watch the full class here → https://www.dance-masterclass.com/ Download the Dance Masterclass App: ▻Apple store: ...,Dance Masterclass,2025-02-18T17:30:01Z,2617,97,2,PT4M2S,2,neutral,0.5,2.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,zsle7AwtEYk,https://www.youtube.com/watch?v=zsle7AwtEYk,Learn to Dance West Coast Swing in 5 Minutes!,"Learn West Coast Swing (WCS) Basics in Under 5 Minutes! Whether you're brand new to WCS or just need a quick refresher, this ...",Thibault and Nicole Ramirez,2025-07-08T19:48:59Z,37462,864,19,PT6M35S,10,positive,0.9,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,H-QVJpZn8bw,https://www.youtube.com/watch?v=H-QVJpZn8bw,Total Beginner Contemporary Dance Routine,Calling my complete beginner dancers! I am so excited to bring you this beginner contemporary dance routine for all of my new ...,BodyKinect by Kendall,2020-09-02T16:50:24Z,1352205,25770,646,PT10M1S,10,positive,0.8,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,HRi95ZhyNqM,https://www.youtube.com/watch?v=HRi95ZhyNqM,How To Dance At Events In Your 40s and 50s and Not Be EMBARRASSING,WANT TO BE CONFIDENT DANCING AT ANY PARTY? Book a free strategy call for my online program ...,Get Dance,2024-02-17T14:00:19Z,2726758,58971,2233,PT12M32S,10,positive,0.7,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,H8JiB2Nv5Qo,https://www.youtube.com/watch?v=H8JiB2Nv5Qo,Contact Improvisation - A couple of basic exercises,,OKI,2016-09-18T09:58:45Z,667924,10931,103,PT9M37S,10,positive,0.9,20.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,zFbFxl9dJGM,https://www.youtube.com/watch?v=zFbFxl9dJGM,Stop Dancing Awkward! (5 Bad Habits To Fix),"Awkwardness in dance is ABSOLUTELY treatable! In this video, STEEZY instructor Miss Lauren helps you break some bad dance ...",STEEZY,2022-11-22T18:13:34Z,3203228,149739,893,PT7M51S,10,positive,0.2,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,-I5CTGc93mk,https://www.youtube.com/watch?v=-I5CTGc93mk,Contemporary Dance Improvisation Exercise for ALL LEVELS!,Try out two of our most loved and utilized concepts in this quick open level improvisation exercise! Beginner's Guide to Shoulder ...,Ground Grooves,2024-07-08T16:00:00Z,11647,296,4,PT4M17S,3,positive,0.6667,3.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,hZDrJAxqN6M,https://www.youtube.com/watch?v=hZDrJAxqN6M,Dance Improvisation. Practice with the space. Sculpting the time,"Using imagination of panting, sculpture, we explored new tools of emerging unfamiliar movements. It helps going deeper into ...",Atta,2021-07-23T10:18:19Z,246,8,0,PT10M11S,0,,,
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,EcPuwOoLp4Y,https://www.youtube.com/watch?v=EcPuwOoLp4Y,5 Reasons You Aren’t Getting Better At Dancing (Easy Fixes) | STEEZY.CO,Clay and Jessie give you 5 reasons why you aren't getting better at dancing (plus some easy fixes). Wanna level up even faster?,STEEZY,2021-07-11T16:30:01Z,1054650,74568,689,PT6M41S,10,positive,0.6,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,kbUzi7meesU,https://www.youtube.com/watch?v=kbUzi7meesU,7 mins beginners hiphop dance class warm up for you to follow along at home!,Straight out of my dance class in Sydney! Practice together with a friend or by youself at home New tutorials every week!,Jeffery Hu ,2023-08-16T06:31:41Z,2355762,46575,355,PT6M30S,10,positive,0.3,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,Ed7nghIBkjg,https://www.youtube.com/watch?v=Ed7nghIBkjg,Dance Improvisation Master Class Episode 1: Body Awareness and Freedom in Movement,Welcome back to the Frog in Hand Master Class Series! This episode is our introduction to improvisation. The masterclass ...,frog in hand,2021-04-19T16:00:07Z,18875,480,13,PT9M42S,9,positive,1.0,9.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,VzM9Mt_cpq0,https://www.youtube.com/watch?v=VzM9Mt_cpq0,Olga Kuraeva [improvisation] [contemporary ballet],"INSTAGRAM https://www.instagram.com/kuraevaolga ballerina Olga Kuraeva, interview ...",Olga Kuraeva,2013-01-24T14:55:58Z,4428669,55090,982,PT5M3S,10,positive,1.0,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,q9l5EjogH70,https://www.youtube.com/watch?v=q9l5EjogH70,Gotta Dance Lex | Int/Adv Contemporary and improv class clips,Feel free to use these clips as inspiration for your own class! (class structure or for combos),Samantha Koon,2020-06-28T20:50:37Z,43,1,0,PT4M30S,0,,,
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,GcZJMiHds3U,https://www.youtube.com/watch?v=GcZJMiHds3U,How I practice hip hop dance with four foundations,"This is one of the ways of how I practice hip hop dance at home, outside, in the studio! Focusing on the basics and foundations ...",Jeffery Hu ,2023-08-19T01:18:54Z,1161172,43195,289,PT5M27S,10,positive,1.0,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,y_zFnc6TM8Y,https://www.youtube.com/watch?v=y_zFnc6TM8Y,Improvisation solo contemporary dance,,Kyunghwa Hong Dance Company,2019-01-15T13:45:19Z,2683,53,0,PT7M31S,0,,,
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,WbpUAu67a0I,https://www.youtube.com/watch?v=WbpUAu67a0I,How To Use Your Face In Dance | Back To Basics,Take STEEZY Classes to help you with your facials https://link.steezy.co/facials-performance --- Connect and follow our other ...,STEEZY,2024-03-10T15:00:32Z,139182,8142,105,PT6M50S,10,positive,0.7,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,IjpTqqwmXJU,https://www.youtube.com/watch?v=IjpTqqwmXJU,Unforgettable Lindy Hop Moments: Camp Hollywood 2023 Open Lindy Finals (SIDE VIEW),"Lindy Hop Open Finals at Camp Hollywood 2023 — fast footwork, aerials, and unforgettable Lindy Hop moments filmed from the ...",Swing Dancing Phoenix,2023-09-06T04:10:03Z,4205538,24234,827,PT5M14S,10,positive,0.8,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,Rdvy4lP981Y,https://www.youtube.com/watch?v=Rdvy4lP981Y,One simple concept to help you freestyle in dance,Have you ever ran out of moves when you freestyle or too afraid to even try? Give this concept a try and you'll be surprised at your ...,Jeffery Hu ,2023-12-10T07:17:25Z,111311,5219,108,PT4M42S,10,positive,1.0,10.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,0_kfF7tcqK0,https://www.youtube.com/watch?v=0_kfF7tcqK0,Sara Bareilles- Brave | Contemporary Dance Tutorial,"Hi loves! Here is another dance tutorial video for you. It is a Contemporary piece titled ""Brave"". This piece will be most appropriate ...",Jackie Hernandez,2021-04-14T00:15:29Z,1059,34,7,PT9M46S,3,positive,1.0,3.0
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,z5qYSnD08qg,https://www.youtube.com/watch?v=z5qYSnD08qg,Contemporary Dance Technique: Release Technique Floor Stretch,"Here's a short, quick and flowy movement exercise to keep the blood flowing. Music: Danheim - Berserkir. Used for listening ...",Karolina Piwonska,2019-12-18T00:36:30Z,619,16,0,PT7M50S,0,,,
Modern dance,Free and improvised dance,Free and improvised dance Modern dance tutorial,ochJugYbO3U,https://www.youtube.com/watch?v=ochJugYbO3U,Modern Dance Improvisation,,RCC Dance Music,2020-03-20T01:56:06Z,45,0,0,PT4M41S,0,,,
Ballet,Historical dance,Historical dance Ballet tutorial,6Fz27G6WwWw,https://www.youtube.com/watch?v=6Fz27G6WwWw,Ballet for Kids | Episode 1 | CJ and Friends,A beginner ballet tutorial for kids! Learn the basics with this tutorial and learn a simple combination taught by our friend Kaycee.,CJ and Friends,2019-10-25T06:02:39Z,4964130,38697,0,PT5M30S,0,,,
Ballet,Historical dance,Historical dance Ballet tutorial,5CKzPX7tY9M,https://www.youtube.com/watch?v=5CKzPX7tY9M,Ballet For Kids | Unicorn Sparkle Princess Ballet | Kids Ballet Ages 3- 7,Ballet For Kids Class / Unicorn Sparkle Princess Ballet Theme / Kids Ballet For Ages 3-8 Ballet Positions Printable: ...,Pregnancy and Postpartum TV,2021-01-03T16:29:27Z,3565601,10180,0,PT13M35S,0,,,
Baroque dance,Historical dance,Historical dance Baroque dance tutorial,v4kDYvHGvAc,https://www.youtube.com/watch?v=v4kDYvHGvAc,Dancing in the Garden: Basic Steps in Baroque Dance,"In this video, we will look at the basic steps for baroque dance: demi-coupé, pas-de-bourrée and coupé based on the descriptions ...",Les Danses Antiques,2020-04-21T17:50:29Z,18833,444,13,PT8M34S,10,positive,0.5,10.0
Baroque dance,Historical dance,Historical dance Baroque dance tutorial,dRV2rbsehiQ,https://www.youtube.com/watch?v=dRV2rbsehiQ,Movement with Meaning — baroque dance,"The Weaver Ensemble, baroque music, dance and drama — a brief look at some of their performances: The Loves of Mars ...",Evelyn Nallen,2020-12-12T00:00:18Z,1269,53,1,PT13M58S,1,positive,1.0,1.0
Medieval dance,Historical dance,Historical dance Medieval dance tutorial,ovf1iS5muBU,https://www.youtube.com/watch?v=ovf1iS5muBU,Medieval Dance Made Easy - Footwork Tutorial!,"This video provides basic instruction for the foundational footwork of medieval and early Renaissance dance (15th century), ...",The Creative Contessa,2022-11-30T13:00:10Z,7930,201,15,PT17M16S,7,positive,0.5714,7.0
Medieval dance,Historical dance,Historical dance Medieval dance tutorial,SdDSPEvs_KI,https://www.youtube.com/watch?v=SdDSPEvs_KI,Amazing Medieval Dance Lessons in Sighișoara Romania 2021 / Rafael Learns Historical Dance,Amazing Medieval Dance Lessons in Sighișoara / Rafael Learns Historical Dance Few Month Ago.,ASMR Queen,2021-08-03T06:51:53Z,149,11,11,PT6M7S,10,positive,0.8,10.0
Regency dance,Historical dance,Historical dance Regency dance tutorial,0Y8CqRlh3-k,https://www.youtube.com/watch?v=0Y8CqRlh3-k,Regency dance lesson,"Kat Nagar, director of Atlanta Historic Dance, prerecorded a Regency dance lesson for the Romance Writer's Association.",Atlanta Historic Dance,2021-01-24T20:39:37Z,4448,133,0,PT11M59S,0,,,
Regency dance,Historical dance,Historical dance Regency dance tutorial,h6CwIVK_SiE,https://www.youtube.com/watch?v=h6CwIVK_SiE,Dancing in Bridgerton Part 1: What Kinds of Dances Were Popular in Regency London?,0:00 Intro 0:24 Purpose of This Series 2:16 Country Dances 7:20 The Waltz 8:45 Quadrilles 10:02 Scoth Reels 10:56 Finishing ...,Tea with Cassiane,2021-08-11T16:00:20Z,12539,322,28,PT13M14S,10,positive,1.0,10.0
